Id,SalePrice
1622,145480.0
1623,276049.3
1624,202490.0
1625,113440.0
1626,160670.0
1627,188440.0
1628,272280.0
1629,173290.0
1630,322183.1
1631,222242.2
1632,254060.0
1633,165832.5
1634,185160.0
1635,174273.2
1636,167289.0
1637,168190.0
1638,213180.0
1639,198940.0
1640,272675.9
1641,184230.0
1642,209680.0
1643,229940.0
1644,222035.6
1645,174065.0
1646,145839.0
1647,161130.0
1648,137825.0
1649,150530.0
1650,118507.5
1651,113735.0
1652,85480.0
1653,91230.0
1654,155120.0
1655,121290.0
1656,146300.0
1657,156120.0
1658,151800.0
1659,118940.0
1660,144626.9
1661,451514.6
1662,418934.0
1663,364317.4
1664,485374.4
1665,343115.7
1666,270472.6
1667,370635.1
1668,331654.4
1669,278020.7
1670,347890.2
1671,256412.8
1672,436722.5
1673,323708.3
1674,253347.2
1675,191325.0
1676,185439.8
1677,195648.2
1678,431843.3
1679,325904.3
1680,348812.5
1681,257460.0
1682,275465.6
1683,184308.9
1684,167984.0
1685,178603.2
1686,178478.0
1687,165952.5
1688,193490.0
1689,192463.5
1690,180173.5
1691,170190.0
1692,243070.0
1693,162653.5
1694,182020.0
1695,171106.7
1696,246400.0
1697,168723.2
1698,362275.1
1699,310122.6
1700,246054.0
1701,299635.0
1702,261639.6
1703,287057.2
1704,256829.7
1705,253581.2
1706,446246.2
1707,222544.3
1708,202063.0
1709,283172.8
1710,225716.8
1711,230930.0
1712,260350.6
1713,237907.8
1714,227481.5
1715,206740.0
1716,184592.1
1717,154060.0
1718,165670.1
1719,214017.5
1720,255577.2
1721,155527.9
1722,143790.0
1723,155590.0
1724,217215.9
1725,247650.0
1726,189150.0
1727,171824.5
1728,182943.5
1729,173845.0
1730,152559.3
1731,125190.0
1732,120954.1
1733,113718.3
1734,136540.0
1735,114489.3
1736,122420.0
1737,270190.0
1738,223700.0
1739,277596.0
1740,212767.1
1741,197041.1
1742,173723.3
1743,171770.0
1744,280650.0
1745,209540.0
1746,243160.0
1747,220897.9
1748,243950.0
1749,154580.0
1750,142095.0
1751,240950.0
1752,116190.0
1753,146650.0
1754,204870.0
1755,158939.0
1756,116385.0
1757,124130.0
1758,128345.0
1759,163400.0
1760,152640.0
1761,133350.0
1762,181504.0
1763,165800.0
1764,113890.0
1765,156625.0
1766,157540.0
1767,203330.0
1768,132389.3
1769,158350.0
1770,148680.0
1771,126950.0
1772,138695.0
1773,122160.0
1774,126930.0
1775,136640.0
1776,138140.0
1777,108580.0
1778,121586.8
1779,124980.0
1780,188245.0
1781,125550.0
1782,100399.4
1783,146650.0
1784,102302.6
1785,118700.0
1786,135970.0
1787,174241.0
1788,60380.0
1789,88350.0
1790,106690.0
1791,176270.0
1792,153665.0
1793,141030.0
1794,131810.0
1795,141327.5
1796,152990.0
1797,110240.0
1798,130040.0
1799,123490.0
1800,141336.0
1801,153275.0
1802,162545.9
1803,150650.0
1804,135053.0
1805,146800.0
1806,128000.0
1807,131580.0
1808,120825.0
1809,142185.0
1810,151840.0
1811,106200.0
1812,111690.0
1813,118890.0
1814,96527.6
1815,65331.1
1816,104150.0
1817,115505.0
1818,136250.0
1819,115040.4
1820,93000.0
1821,113390.0
1822,144373.4
1823,71081.1
1824,129210.0
1825,152580.0
1826,106250.0
1827,116180.0
1828,130620.0
1829,120410.0
1830,150995.3
1831,205450.0
1832,126840.0
1833,166390.0
1834,121300.0
1835,183540.0
1836,119335.0
1837,110220.0
1838,122490.0
1839,85560.0
1840,171500.0
1841,145840.0
1842,91550.0
1843,144635.0
1844,132850.0
1845,147000.0
1846,162640.0
1847,234212.4
1848,55042.2
1849,139475.0
1850,124220.0
1851,157900.0
1852,136792.5
1853,142665.0
1854,159730.0
1855,162749.0
1856,223540.0
1857,200680.3
1858,142481.2
1859,117421.8
1860,144614.8
1861,126236.0
1862,234923.7
1863,225573.7
1864,225573.7
1865,324567.0
1866,316463.7
1867,245673.4
1868,264677.2
1869,190946.4
1870,206580.0
1871,234484.3
1872,179643.2
1873,253037.5
1874,127360.0
1875,203940.0
1876,195690.0
1877,195730.0
1878,220982.8
1879,129230.0
1880,122840.0
1881,229680.0
1882,271202.4
1883,204830.0
1884,206570.0
1885,241625.0
1886,261800.0
1887,199876.0
1888,247497.9
1889,168322.2
1890,130025.0
1891,140080.0
1892,101200.0
1893,128940.0
1894,122420.0
1895,157950.0
1896,133965.0
1897,131070.0
1898,124434.1
1899,154942.3
1900,142750.0
1901,155600.0
1902,135880.0
1903,213620.0
1904,131300.0
1905,199400.0
1906,164130.0
1907,203810.0
1908,115830.0
1909,138330.0
1910,124230.0
1911,213350.0
1912,305315.7
1913,178610.0
1914,69250.0
1915,276891.7
1916,83017.5
1917,238479.3
1918,142450.0
1919,167960.1
1920,181000.0
1921,368731.0
1922,340550.0
1923,202045.3
1924,192340.0
1925,214710.0
1926,360083.9
1927,141375.0
1928,165250.0
1929,127860.0
1930,141820.0
1931,130400.0
1932,155480.0
1933,175190.0
1934,177500.0
1935,176493.2
1936,180750.0
1937,197190.0
1938,173864.0
1939,286000.0
1940,202777.9
1941,176340.0
1942,185780.0
1943,200890.0
1944,305511.6
1945,334495.0
1946,150110.0
1947,323966.0
1948,152460.0
1949,235580.0
1950,173094.1
1951,238650.0
1952,232500.0
1953,153819.0
1954,226620.0
1955,146705.0
1956,229890.0
1957,159809.0
1958,313871.8
1959,132700.0
1960,124025.0
1961,117250.0
1962,84380.0
1963,98140.0
1964,111788.3
1965,135125.0
1966,126460.0
1967,286428.5
1968,368994.7
1969,361130.4
1970,386671.0
1971,455173.6
1972,357792.5
1973,296915.0
1974,309721.7
1975,436508.9
1976,266838.8
1977,356408.1
1978,357115.4
1979,330679.7
1980,186025.5
1981,335716.6
1982,208800.0
1983,204634.0
1984,162833.5
1985,183899.0
1986,218604.6
1987,181635.7
1988,185590.0
1989,190260.0
1990,230640.0
1991,203905.0
1992,218339.0
1993,174490.0
1994,245597.0
1995,198370.0
1996,273900.0
1997,321806.1
1998,320292.6
1999,248330.0
2000,308334.7
2001,268400.0
2002,249609.0
2003,248070.3
2004,249160.0
2005,228548.5
2006,230178.7
2007,248309.5
2008,213524.0
2009,193278.0
2010,194320.0
2011,167720.0
2012,177178.0
2013,183689.3
2014,197347.5
2015,207020.0
2016,200698.0
2017,200870.0
2018,128290.0
2019,121940.0
2020,107250.0
2021,109078.3
2022,164034.0
2023,146883.2
2024,256100.0
2025,392803.8
2026,175231.4
2027,156945.2
2028,151710.0
2029,182520.0
2030,289390.0
2031,223106.2
2032,275583.3
2033,258553.2
2034,161170.0
2035,207647.8
2036,188840.0
2037,187700.0
2038,380026.8
2039,207300.0
2040,348820.5
2041,263150.0
2042,210790.0
2043,146480.0
2044,174780.0
2045,213250.0
2046,131200.0
2047,148615.0
2048,119629.3
2049,133670.5
2050,178140.0
2051,122695.0
2052,133980.0
2053,144542.5
2054,97870.0
2055,154230.0
2056,162683.2
2057,115300.0
2058,230900.0
2059,138150.0
2060,151760.0
2061,186700.0
2062,140912.5
2063,117990.0
2064,140140.0
2065,104791.1
2066,190280.0
2067,157870.0
2068,139710.0
2069,87477.6
2070,112405.0
2071,104040.0
2072,127200.0
2073,146865.0
2074,179020.0
2075,139375.0
2076,124680.0
2077,144850.0
2078,123020.0
2079,121940.0
2080,124260.0
2081,128850.0
2082,128680.0
2083,145540.0
2084,119260.0
2085,133350.0
2086,131620.0
2087,133432.5
2088,110785.0
2089,88770.0
2090,134710.0
2091,137711.0
2092,142770.0
2093,126200.0
2094,124980.0
2095,137400.0
2096,91340.0
2097,113880.0
2098,136590.0
2099,62210.0
2100,155725.8
2101,120825.0
2102,136300.4
2103,107225.0
2104,145780.0
2105,134825.4
2106,82390.0
2107,239516.8
2108,126590.0
2109,115000.8
2110,134837.5
2111,175990.0
2112,142550.0
2113,120700.0
2114,120150.0
2115,151820.0
2116,122980.0
2117,144290.0
2118,130350.0
2119,109390.0
2120,110190.0
2121,96840.0
2122,104850.0
2123,103985.0
2124,183900.0
2125,129370.0
2126,141420.0
2127,168204.0
2128,144920.0
2129,100120.0
2130,149790.0
2131,143090.0
2132,118600.0
2133,122170.0
2134,129890.0
2135,107485.0
2136,85450.0
2137,115390.0
2138,143890.0
2139,146920.0
2140,136805.0
2141,136950.0
2142,145277.5
2143,144930.0
2144,118050.0
2145,127310.0
2146,150590.0
2147,172900.0
2148,119440.0
2149,134380.0
2150,216140.0
2151,111480.0
2152,186950.0
2153,152540.0
2154,116800.0
2155,147830.0
2156,280295.3
2157,240000.0
2158,255050.0
2159,235900.0
2160,178247.7
2161,263628.2
2162,369045.7
2163,359392.8
2164,248842.2
2165,217847.0
2166,130060.0
2167,201130.0
2168,203590.0
2169,192558.5
2170,217140.0
2171,161005.0
2172,144750.0
2173,199290.0
2174,252329.9
2175,272106.1
2176,271186.3
2177,271209.5
2178,228230.0
2179,141700.0
2180,208415.0
2181,198570.0
2182,233895.6
2183,192340.7
2184,133440.0
2185,133350.0
2186,140940.0
2187,149975.0
2188,153143.2
2189,261860.0
2190,85100.0
2191,88900.0
2192,88810.0
2193,120500.0
2194,128170.0
2195,103404.3
2196,131850.0
2197,116387.6
2198,146695.0
2199,168080.0
2200,123300.0
2201,131512.5
2202,176783.5
2203,170120.0
2204,186420.0
2205,109000.0
2206,111060.0
2207,191430.0
2208,259770.0
2209,185250.0
2210,121330.0
2211,122302.5
2212,118980.0
2213,121530.0
2214,172505.0
2215,119030.0
2216,153090.0
2217,67489.7
2218,111190.0
2219,91600.0
2220,113700.0
2221,277014.5
2222,243050.0
2223,315001.2
2224,209867.8
2225,153440.0
2226,204785.0
2227,206607.8
2228,254697.1
2229,227817.5
2230,174780.7
2231,198183.5
2232,188190.0
2233,202033.2
2234,226899.4
2235,215157.8
2236,273003.9
2237,311361.9
2238,196514.0
2239,138350.0
2240,162060.0
2241,145885.9
2242,129888.7
2243,140840.0
2244,97467.5
2245,99960.0
2246,152872.5
2247,123330.0
2248,122140.0
2249,126965.0
2250,120765.0
2251,141350.0
2252,174540.0
2253,161015.7
2254,181990.0
2255,184250.0
2256,191533.5
2257,228900.0
2258,171540.0
2259,178000.0
2260,158583.2
2261,187835.6
2262,194140.1
2263,302127.8
2264,463174.8
2265,163530.0
2266,266420.0
2267,377508.2
2268,375215.2
2269,155400.0
2270,167362.5
2271,222330.0
2272,209690.0
2273,171230.0
2274,169099.0
2275,156025.0
2276,174220.0
2277,184140.0
2278,168405.0
2279,122780.0
2280,126380.0
2281,187447.9
2282,176943.6
2283,100300.0
2284,110348.3
2285,130390.0
2286,121350.0
2287,337867.2
2288,280079.0
2289,347269.4
2290,438228.9
2291,305869.2
2292,400087.0
2293,459637.9
2294,396290.2
2295,467079.0
2296,291345.1
2297,294733.7
2298,356832.7
2299,424303.2
2300,328216.8
2301,245320.0
2302,234759.0
2303,253886.3
2304,228729.0
2305,180286.0
2306,180286.0
2307,191666.1
2308,202240.0
2309,293747.8
2310,205800.0
2311,179136.9
2312,158615.4
2313,179900.2
2314,186540.0
2315,178243.7
2316,191806.9
2317,183559.0
2318,171537.4
2319,181807.5
2320,173922.5
2321,246600.0
2322,179708.0
2323,158071.9
2324,160507.0
2325,227590.0
2326,165073.5
2327,216290.0
2328,220340.0
2329,177690.0
2330,181950.0
2331,339502.4
2332,404757.7
2333,321399.7
2334,256071.3
2335,276600.0
2336,317587.0
2337,208070.8
2338,246784.4
2339,262541.5
2340,372927.4
2341,239490.8
2342,239800.0
2343,226354.4
2344,232481.0
2345,229510.0
2346,227447.2
2347,192605.3
2348,238213.5
2349,174491.2
2350,269605.0
2351,259355.0
2352,253132.8
2353,259046.6
2354,143100.0
2355,163648.0
2356,149815.0
2357,207710.7
2358,193083.7
2359,132880.0
2360,121250.0
2361,139625.0
2362,276750.0
2363,128000.0
2364,149648.2
2365,195732.9
2366,179865.9
2367,219786.8
2368,196379.5
2369,221237.5
2370,180543.5
2371,178223.3
2372,202093.5
2373,258250.0
2374,320562.0
2375,271450.0
2376,226090.0
2377,297030.0
2378,147085.0
2379,193310.0
2380,143230.0
2381,158770.0
2382,235427.2
2383,212640.0
2384,242380.0
2385,149220.0
2386,142425.0
2387,125350.0
2388,106990.0
2389,131170.0
2390,148290.0
2391,127030.0
2392,119530.0
2393,164040.0
2394,150030.0
2395,210640.0
2396,151540.0
2397,214770.0
2398,115890.0
2399,52411.1
2400,66240.0
2401,117080.0
2402,143145.0
2403,134660.0
2404,151580.0
2405,153995.0
2406,135830.0
2407,123260.0
2408,144925.0
2409,137145.0
2410,168150.0
2411,118390.0
2412,152805.0
2413,131300.0
2414,135167.5
2415,127610.0
2416,115075.0
2417,129520.0
2418,131340.0
2419,134580.0
2420,107750.0
2421,151000.0
2422,116640.0
2423,146527.6
2424,151300.0
2425,227300.0
2426,131800.0
2427,149140.0
2428,199490.0
2429,119820.0
2430,133125.0
2431,115110.0
2432,127260.0
2433,144070.0
2434,132540.0
2435,141950.0
2436,125420.0
2437,104666.6
2438,118546.0
2439,112300.0
2440,117460.0
2441,93070.0
2442,104328.0
2443,114600.0
2444,117000.0
2445,109500.0
2446,131690.0
2447,180940.0
2448,149710.0
2449,105300.0
2450,152280.0
2451,131205.5
2452,230100.0
2453,120345.8
2454,138000.0
2455,107640.0
2456,119190.0
2457,133790.0
2458,125250.0
2459,106390.0
2460,133600.0
2461,119297.5
2462,140525.0
2463,119430.0
2464,207200.0
2465,124865.0
2466,112520.0
2467,135390.0
2468,97990.0
2469,89030.0
2470,182340.0
2471,239430.0
2472,157100.0
2473,102350.0
2474,121427.6
2475,228787.2
2476,111875.4
2477,126265.0
2478,142653.7
2479,128465.0
2480,144966.8
2481,139100.0
2482,118730.0
2483,123650.0
2484,126700.0
2485,131130.0
2486,139850.0
2487,225550.0
2488,154427.5
2489,155083.7
2490,146394.0
2491,91931.1
2492,212780.0
2493,161490.0
2494,161110.0
2495,105390.0
2496,302200.0
2497,142450.0
2498,109945.8
2499,109160.0
2500,146930.0
2501,131275.0
2502,155353.4
2503,99227.6
2504,194140.0
2505,242658.0
2506,276452.7
2507,319765.0
2508,267883.7
2509,226666.2
2510,229629.0
2511,194147.2
2512,231784.3
2513,205770.0
2514,300066.3
2515,144528.7
2516,167923.2
2517,130750.0
2518,166414.3
2519,239369.0
2520,218220.0
2521,209977.5
2522,227859.0
2523,124308.7
2524,128923.7
2525,148570.0
2526,122600.0
2527,121050.0
2528,117250.0
2529,122690.0
2530,115007.5
2531,226862.8
2532,238129.0
2533,205170.0
2534,259209.0
2535,316299.4
2536,249350.0
2537,213752.0
2538,181816.5
2539,180182.9
2540,181525.4
2541,177455.5
2542,177857.2
2543,138880.0
2544,120090.0
2545,126080.0
2546,144125.0
2547,122275.0
2548,163760.5
2549,166243.2
2550,285115.7
2551,137950.0
2552,117058.3
2553,89790.0
2554,107350.0
2555,123202.5
2556,98831.1
2557,108647.5
2558,188370.0
2559,151140.0
2560,132450.0
2561,119430.0
2562,116210.0
2563,140725.4
2564,171800.0
2565,133950.0
2566,147430.0
2567,118900.0
2568,193730.0
2569,171780.0
2570,119930.0
2571,206990.0
2572,154280.0
2573,236840.0
2574,297000.0
2575,119050.0
2576,160770.0
2577,163145.0
2578,92350.0
2579,78840.0
2580,149915.0
2581,123197.1
2582,122550.0
2583,241318.0
2584,162353.2
2585,199360.0
2586,188555.0
2587,191600.0
2588,133515.0
2589,135400.0
2590,212677.8
2591,245275.0
2592,232673.5
2593,270196.7
2594,173224.0
2595,215278.2
2596,339230.0
2597,209650.0
2598,275421.3
2599,351084.8
2600,178340.0
2601,135600.0
2602,81150.0
2603,85180.0
2604,80350.0
2605,88300.0
2606,138233.7
2607,174160.0
2608,205305.0
2609,162465.0
2610,125760.0
2611,147750.0
2612,154750.0
2613,121625.0
2614,113985.0
2615,139300.0
2616,145800.0
2617,171030.0
2618,163020.0
2619,197490.0
2620,184350.0
2621,187585.0
2622,197525.0
2623,261865.0
2624,291997.5
2625,380337.4
2626,168740.0
2627,180685.6
2628,381452.2
2629,568687.5
2630,381537.0
2631,506756.2
2632,353915.4
2633,306999.4
2634,403401.4
2635,156315.0
2636,195479.0
2637,137195.0
2638,254225.0
2639,163670.0
2640,141080.0
2641,106485.0
2642,197790.0
2643,101170.0
2644,126650.0
2645,94100.0
2646,87020.0
2647,99300.0
2648,130374.0
2649,144610.0
2650,126340.0
2651,140820.0
2652,424305.6
2653,259410.0
2654,252532.9
2655,338148.7
2656,321789.3
2657,305575.5
2658,318563.3
2659,310350.6
2660,342535.1
2661,341894.6
2662,348079.4
2663,272315.0
2664,288697.8
2665,283018.3
2666,293203.9
2667,174969.4
2668,180524.0
2669,175873.6
2670,296531.3
2671,190808.3
2672,189153.0
2673,207451.8
2674,204280.8
2675,173236.5
2676,192590.0
2677,201446.8
2678,247484.5
2679,253090.0
2680,299550.0
2681,409957.7
2682,341377.0
2683,514895.4
2684,324009.7
2685,350166.8
2686,245750.0
2687,255022.2
2688,223912.3
2689,208109.1
2690,446612.2
2691,189496.3
2692,143140.0
2693,185124.1
2694,138850.0
2695,201757.5
2696,203370.0
2697,209092.8
2698,200500.0
2699,177379.5
2700,174137.4
2701,170546.5
2702,119040.0
2703,130800.0
2704,146840.0
2705,120940.0
2706,121340.0
2707,124030.0
2708,140950.0
2709,116531.1
2710,129290.0
2711,277090.0
2712,339400.0
2713,155427.9
2714,148820.4
2715,176163.3
2716,137130.4
2717,205160.0
2718,248909.0
2719,148370.0
2720,146100.0
2721,138940.0
2722,164160.0
2723,138245.0
2724,128680.0
2725,135400.0
2726,149530.0
2727,176990.0
2728,170115.0
2729,140680.0
2730,148765.0
2731,116190.8
2732,121700.0
2733,165013.7
2734,144333.2
2735,126250.0
2736,161775.0
2737,126540.0
2738,136690.5
2739,152270.0
2740,139940.0
2741,136745.0
2742,156440.0
2743,147835.0
2744,147362.5
2745,137200.0
2746,144047.5
2747,160340.0
2748,134350.0
2749,130318.2
2750,138330.0
2751,131650.0
2752,230510.0
2753,145517.5
2754,186685.3
2755,122530.0
2756,109550.0
2757,77700.0
2758,95230.0
2759,166540.0
2760,128700.0
2761,151775.0
2762,156165.0
2763,206940.0
2764,166920.0
2765,324456.0
2766,134890.0
2767,96220.0
2768,133600.0
2769,131465.0
2770,139615.0
2771,118130.0
2772,119100.0
2773,163990.0
2774,136200.0
2775,122267.6
2776,130457.5
2777,143580.0
2778,93040.0
2779,122950.0
2780,87031.1
2781,103998.0
2782,104068.3
2783,98215.0
2784,113650.0
2785,141390.0
2786,79040.0
2787,117680.0
2788,97050.0
2789,207890.0
2790,97740.0
2791,124040.0
2792,74080.0
2793,182580.4
2794,101990.0
2795,119700.0
2796,92018.7
2797,206690.0
2798,124265.0
2799,125275.8
2800,86490.0
2801,106170.0
2802,134690.0
2803,165430.5
2804,154600.0
2805,96521.1
2806,102486.0
2807,143040.0
2808,147195.0
2809,140090.0
2810,145310.0
2811,155800.0
2812,141100.0
2813,158866.4
2814,142196.4
2815,93050.0
2816,229040.0
2817,162040.0
2818,129778.3
2819,165800.0
2820,138700.0
2821,114500.0
2822,194697.0
2823,325850.0
2824,191200.0
2825,170875.0
2826,130365.0
2827,136900.0
2828,231697.0
2829,188328.5
2830,223121.0
2831,200467.9
2832,240576.3
2833,244316.7
2834,218498.5
2835,228990.0
2836,188870.0
2837,157199.0
2838,145000.0
2839,185618.0
2840,178340.0
2841,216480.0
2842,225919.0
2843,153185.0
2844,155525.0
2845,123740.0
2846,218380.0
2847,206270.0
2848,221049.0
2849,211408.5
2850,261700.0
2851,238350.0
2852,225669.0
2853,257179.0
2854,134770.0
2855,185415.4
2856,213401.0
2857,192395.0
2858,184908.4
2859,129245.0
2860,131950.0
2861,128955.0
2862,184450.0
2863,115960.0
2864,273849.5
2865,133970.0
2866,133750.0
2867,105090.0
2868,111925.0
2869,116090.0
2870,147818.2
2871,87317.6
2872,57912.2
2873,117052.6
2874,126490.0
2875,99980.0
2876,156800.0
2877,149860.0
2878,166530.0
2879,131290.0
2880,100760.0
2881,168350.0
2882,141830.0
2883,174490.0
2884,195870.0
2885,192020.0
2886,197470.0
2887,87549.3
2888,113310.0
2889,62871.1
2890,86730.0
2891,136225.0
2892,78550.0
2893,97999.3
2894,67090.0
2895,264229.3
2896,253689.3
2897,190850.0
2898,140590.0
2899,229290.0
2900,153420.0
2901,174060.0
2902,196783.5
2903,343288.0
2904,339406.3
2905,150980.0
2906,192444.0
2907,137430.0
2908,122650.0
2909,148331.0
2910,79140.0
2911,81150.0
2912,167060.0
2913,88150.0
2914,81100.0
2915,82900.0
2916,82800.0
2917,165922.5
2918,133100.0
2919,233929.0
